artist_name,artist_id,artist_terms,artist_familiarity,artist_hotttnesss,artist_location,artist_7digitalid
Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,ARGAJDQ11F50C4EDDF,chinese music,0.527545209,0,,189049
Chalk Farm,ARJUSOQ1187FB3E063,alternative pop rock,0.412448406,0.247292528,,52284
This Or The Apocalypse,ARD44H211C8A422686,death core,0.432640532,0.48981262,,258659
Rocket From The Tombs,ARTR7971187FB4CF69,garage rock,0.470615401,0.355646469,"Cleveland, OH",133742
Long John Hunter,ARJIQLJ1187B998316,texas blues,0.378408558,0.317187769,Louisiana,146468
Djelimady Tounkara,ARLV03V1187B9A33A9,latin jazz,0.315307851,0.266645906,,338633
Rickie Lee Jones,ARXPE571187FB4AFD0,folk rock,0.670615396,0.503151606,"Chicago, IL",4706
DeGarmo & Key,ARB45GQ1187B98D2B4,ccm,0.421132725,0.318834232,,33197
Kraftwerk,AR1ZKBE1187FB53629,electronic,0.74151813,0.52041211,"D�orf, Germany",983
Dee Clark,AR8WHEJ1187B98CDCA,doo-wop,0.53365014,0.343508878,"Blythesville, AR",10439
J.R. Writer_ Jha Jha,AR7FN5Y1187B99B248,freestyle,0.641766665,0.387243575,,390566
Mr. Grillo,ARCTEJY1269FCCF46D,reggaeton,0.518077178,0,,575470
Eddie Calvert,AREDBBQ1187B98AFF5,cool jazz,0.421187326,0.310544672,,10546
The Frequency,ARCRSUM1187FB52AB0,chill-out,0.568427347,0.335041777,,362449
The Hokum Boys,ARL2XD71187B9B690B,country blues,0.378930032,0,,428172
The Clash,AR13CXU1187B9AD30A,new wave,0.775797363,0.60118606,"London, England",49246
Karaoke (Made famous by DMX),ARTE9CG1187B99B1AF,hip hop,0.822316236,0.508813195,,1304
No Address,ARVTGUZ1187B9AA3DA,post-grunge,0.507430629,0.344984811,"Tallahassee, FL",36556
Frederik,ARTWWNA1187B9B3BD7,tech house,0.477946575,0.348215008,,5483
Nicky B,ARPGCHN1187B9A2831,dancehall,0.59540924,0.412699765,,141114
John Stewart,ARYVJYT1187FB484D7,folk rock,0.528211287,0.345368825,"San Diego, CA",1375
Hinge,ARA3O2C1187B989063,alternative metal,0.561821511,0.349776346,,62745
Bottom Of The Hudson,ARELMNO1187FB52929,free music,0.498758408,0.358423586,"Charlottesville, VA",165865
Delroy Wilson,ARZZRK91187B9A5CA5,rock steady,0.583443024,0.385787615,"Kingston, Jamaica",7675
The Roches,AR11NP91187B9901B4,singer-songwriter,0.573612399,0.372251208,New York City,4695
Britney Spears,AR03BDP1187FB5B324,dance pop,0.947327507,0.60725728,"Kentwood, LA; Los Angeles, CA",214
Rhian Sheehan,AREOREU1187B99AACD,trip hop,0.558007752,0.414780659,Wellington,283842
Samba Enredo,ARHEBZJ1187FB37C3A,samba,0.044034681,0,,244705
Rishi Rich,ARTJJZZ1187B9BA5E7,bhangra,0.492669503,0.33137317,,27921
JennyAnyKind,ARGSJW91187B9B1D6B,alternative rock,0.360031167,0.296268954,North Carolina,60488
Michèle Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti,ARCLGCL1241B9CA830,requiem,0.229264431,0,,364567
This Is Hell,ARVWIEH1187B9B39B5,post-hardcore,0.677550149,0.492132221,"Long Island, NY",198008
Test Icicles,ARGWIHH1187B9A79B0,grime,0.682045692,0.373464228,,9789
Michal,ARU34651187B99A264,piano blues,0.596501188,0.353345469,NY - New York City,52050
Michael Gettel,ARTK5LU1187B9A654C,chamber jazz,0.510660236,0.333770845,,15061
Non Phixion,ARDCE3Q1187B99D0D7,hardcore hip hop,0.648069465,0.420001071,,145368
Beres Hammond,ARI4SKQ1187B9B43B0,lovers rock,0.68108442,0.453371188,,7544
Flame,AR3VSHF1187B9B3002,ccm,0.666564007,0.442670005,St Louis MO,159226
Artie Fishel & The Promised Band,ARRFTTO1241B9C8C96,ghetto tech,0.406629903,0,,280520
Maire Brennan,ARHOCKY11E2835D7CB,irish folk,0.576053723,0.385878058,,3285
Les Bonapartes,ARMFGS71187B98ED03,jazz funk,0.629008226,0.361917926,,97850
The Roots,AR8RXRI1187FB4104B,funk,0.862795414,0.600282491,"Philadelphia, Pennsylvania, U.S.",46
Royal Bubble Orchestra,ARKAOAD1241B9CD30A,lullaby,0.514521897,0.315019313,,125952
Georges Brassens,ARLV8S31187B988B71,chanson,0.6334089,0.394289662,"S�, France",16700
Tinariwen,ARXI7WU1187FB4D75E,blues-rock,0.64783484,0.472451772,"Mali, Africa",12237
Eddie Cantor,ARSDSMG1187B98CB59,easy listening,0.416141023,0.331090126,"New York, NY",31296
The Killers,ARVG4OK1187B9B6BD3,rock,0.918451789,0.819588282,,616
Usher,ARPDVPJ1187B9ADBE9,hip hop,0.856448924,0.851233891,"Atlanta, GA",3117
Varios,ARCDLDD11F33E000A4,electroclash,0.595651321,0.333929873,,50644
The Wes Montgomery Trio,ARM891J1187B991327,smooth jazz,0.433403103,0.315776703,,111615
The Hollywood Brats,ARE1DU51187B99BB83,glam rock,0.453120084,0.368455091,,34924
Klimperei,ARC4O5Z1187B9AE91F,freestyle,0.3949625,0.310087326,FR,279796
Mars Ill,ARVDP1V1187FB53341,hip hop,0.556697361,0.333433313,,16991
Kisha,ARUACR61187FB3AB37,soft rock,0.484343035,0.349906197,,100208
Blind Willie Johnson,ARDK0551187FB5AC48,texas blues,0.607326982,0.401144742,"Marlin, TX",8585
Three-6 Mafia,ARY55LO1187B9A3F17,dirty south rap,0.833590332,0.556477415,"Memphis, TN",37984
Coldplay,ARJ7KF01187B98D717,piano rock,0.865021512,0.916053228,,202912
Jim Chappell,ARWGIOC1187FB4CBEF,chamber jazz,0.520204911,0.361509802,United States,354511
OutKast featuring George Clinton,AR3MSAN1187B98F06B,dirty south rap,0.796420044,0.574497026,"Atlanta, GA",1169
2-Gether feat. Sarinah,ARN5MQ11187B98A12D,progressive house,0.539478583,0.406431727,,571480
Black Flag,ARQ76LG1187B9ACD84,hardcore punk,0.731208047,0.547506775,"Los Angeles, CA",33863
DJ Nasty,ARGBGC71187FB3DD0B,bass music,0.582365879,0.30285542,,388422
T-Bone,ARHUQUF1187FB382E6,ccm,0.675003401,0.456631399,Thaba Nchu,104481
Terry Muska,ARMORUX11F50C4EEBF,classical,0.113542933,0,Texas,208317
Mike Vax,AR8E1KA1187B9A18C3,hard bop,0.314412069,0.217993638,,174295
Grant Geissman,ARIN12F1187FB3E92C,smooth jazz,0.422971308,0.317248425,"PEARLINGTON, Mississippi",341235
Commander Cody And His Lost Planet Airman,ARYV1OT1187B9B4C8E,country rock,0.487445648,0.383140731,,108554
John Davis,ARQ9BO41187FB5CF1F,jazz fusion,0.545435239,0.387635478,Pennsylvania,9400
Tom Barabas,AR7CCS31187B98C531,meditation,0.448025346,0.393622172,,252034
Big Mike Griffin,ARSX72J1187FB3740D,blues-rock,0.438738148,0.328826085,,196416
Rocker-T,AREKZKE11F50C4A7D8,dub,0.517968446,0.35045449,Wisconsin,251879
Beherit,AREBWEH1187B99EA9A,illbient,0.596184927,0.427479242,Helsinki,309423
Keb' Mo',ARO0QD41187FB3AB0A,blues,0.632130913,0.472281211,"Los Angeles, CA",16470
Rihanna,ARKU3Z61187FB51DCA,dance pop,0.917863906,0.908202619,"St Michael, Barbados ",10653
Ramón Vargas,ARUKJUP12086C14589,opera,0.391741394,0.291264812,,2799
Fruko Y Sus Tesos,ARHEQ501187FB4F898,salsa,0.533724477,0.370747684,,36761
K'Naan,ARJCOPY1187FB5C315,hip hop,0.69297934,0.536862274,"Mogadishu, Somalia",33381
Luiz Bonfa,ARQCHDN1187FB4C7C2,samba,0.549282908,0.347547581,"Rio de Janeiro, Brazil",1650
Sven Scholander,ARECCJL1269FCCE7FD,swedish,0.019630888,0,,611754
Shaggy,ARTYXQC1187B9ACAB2,reggae,0.772292647,0.542175166,"Kingston, Jamaica",10206
Arthur Fiedler;Earl Wild;Pasquale Cardillo,ARQIB731187FB3BE17,orchestra,0.427298293,0.379491424,"Boston, MA",2490
Helmet,AR0IVSA1187FB4F069,rapcore,0.776598968,0.490079584,New York,818
Soul Asylum,ARQXR6R1187FB46FD6,hard rock,0.690080124,0.466775622,"Minneapolis, MN",27818
Tex Williams,ARPFKK81187B99878D,western swing,0.425883322,0.313647771,"Ramsey, Fayette County, IL",22402
Miranda Lee Richards,ARHHNN41187B98B4D5,chill-out,0.55669334,0.401209642,Los Angeles CA,18865
Miossec,ARW3V6T1187B9ACAC4,chanson,0.551311117,0.357663448,"Brest, France",26669
The Cure,ARWA6NT1187FB3F15C,new wave,0.81195304,0.578993549,"Crawley, England",258
Herbstrock,ARPCRUC124549A44E6,french pop,0.197460842,0,,117424
Will To Will,ARYOMNP11F4C842E43,turnablism,0.60647385,0,,424098
K's Choice,ARMSL551187FB3F4B0,post-grunge,0.640757317,0.451219237,,40925
Tyrone Taylor,ARUBX2Y1187B99CD25,lovers rock,0.432074796,0.299392787,,7789
Junior Jack,ARFT5CP1187FB50263,progressive house,0.682355125,0.39364231,,12427
K-OS,ARCF06I1187B995398,trip hop,0.712662163,0.430697046,,16967
Paul Cantelon,AR6L0X71187FB49709,folk rock,0.470828036,0.350476631,,158538
Blue Rodeo,ARD842G1187B997376,country rock,0.636423645,0.447935481,"Toronto, Ontario, Canada",3950
Bobby Hutcherson,ARU9Q5Q1187FB3D6EB,latin jazz,0.570900104,0.393292711,"Los Angeles, CA",17036
Rincon Morales,AR2NJW11187FB3F474,gaita,0.03692891,0.157207694,,337424
Goatwhore,AREY3RN1187B993C5F,black metal,0.773271848,0.429689629,"New Orleans, LA",111253
The Police,ARIPLUN1187B99B9F9,new wave,0.790367909,0.615454462,"London, England",1480
George Harrison,ARW9QSZ1187FB4B93E,classic rock,0.739047424,0.541602503,"Liverpool, England",32056
Connie Francis,AR392MV1187FB3C3FE,brill building pop,0.616698192,0.45608052,"Newark, NJ",1636
D.O.W.N.,ARG3UX61187B9AC05A,southern rock,0.741132802,0.542533993,,4117
Oasis,ARBUOOR1187B997391,british pop,0.834564098,0.553393663,"Manchester, England",8329
Ray Barretto,ARZCHLM1187FB495C3,latin jazz,0.61443158,0.383211422,"Brooklyn, NY",19361
Adrienne Pierce,ARXHDZ81187FB43F80,folk-pop,0.582431619,0.409192654,Canada,30991
Mongo Santamaria,AR1N6N61187FB4E25E,latin jazz,0.540037749,0.360053307,"Havana, Cuba [Jesus Maria]",740906
OutKast,AR3MSAN1187B98F06B,dirty south rap,0.796420044,0.574497026,"Atlanta, GA",1169
Guitar Slim,ARPN0NC1187B991591,r&b,0.440042445,0.319119602,"Greenwood, MS",30959
Fruko Y Sus Tesos,ARHEQ501187FB4F898,salsa,0.533724477,0.370747684,,36761
MIMS,ARGK9MB1187FB37402,pop rap,0.796320378,0.524994964,"New York, NY [Washington Heights]",40537
Jacques Douai,ARYDFJA1241B9CBFF2,chanson,0.313851152,0.14519083,,285519
Selena,AROF4LP1187FB41C51,tejano,0.748320703,0.545865917,Texas,2385
Dave Rave_ Mark McCarron,ARBJFXO122C8677DF0,easy listening,0.026088737,0,CANADA - Ontario,459996
I.N.T.,ARMXCWK12086C13DB2,hip hop,0.416754012,0.340046154,NY - New York City,65887
The Edgar Broughton Band,ARJB9TE1187FB3A9F8,protopunk,0.524008172,0.349037894,,17613
TEN MADISON,ARIMW0M1187B99EC59,downtempo,0.448013836,0.348295197,,96053
Malkit Singh,ARH4N0N1187FB3E1F1,broken beat,0.483243067,0.324430892,,79228
Quinteto Violado,ARTP2PK1187B98FECA,brazilian pop music,0.442818538,0.320520135,,30067
Mobb Deep,AREV2491187B9B017E,gangster rap,0.772272161,0.500119335,"Queensbridge, NY",2113
Alturas,AR6VWIR1187B98C1E9,world beat,0.341768516,0.23609882,,312500
Phil Vassar,ARKNOZU1187FB5A371,country rock,0.704994472,0.504855154,"Lynchburg, VA",1153
Patricia Kaas,ARKWCGR1187B992B71,chanson,0.63079537,0.398196717,,16724
Kyle Eastwood,ARM4WGN1187FB3C746,hard bop,0.511743665,0.414631369,,121911
Alice In Chains,ARSW5F51187FB4CFC9,grunge,0.79633706,0.582921577,"Seattle, WA",49992
The Cat's Miaow,AR59C6A1187B9B2143,shoegaze,0.496593065,0.351449541,Australia,335276
Wild Horses,ARANDRM1187B98B446,outlaw country,0.598643696,0.310920963,,144252
Juelz Santana,ARZXTEY1187B9997A7,rap,0.698323122,0.531436737,"New York, NY [Harlem]",14716
Busdriver,ARU9KWP1187B98B2A7,alternative hip hop,0.618002715,0.349476327,,82279
Gerald Clayton,ARJMGMP124BAE72D46,nu jazz,0.471357978,0.283027089,,431755
Bröderna Djup,AR2ABYH1187B9A0C67,folk,0.346073476,0.247359319,,82404
Blackfoot,ARKE7ZQ1187FB504BB,southern rock,0.604296587,0.437987748,"Jacksonville, FL",23817
DJ Rashad,AREPOUG11F4C83D36C,ghetto tech,0.402800199,0.366847208,,249777
Dottie Rambo_ The Whites,ARADC5W1187B993322,southern gospel,0.535712479,0.400450456,"NASHVILLE, US",299672
Maria Muldaur,ARGJ0911187FB4613F,dance pop,0.586948318,0.432054079,"New York, NY",4779
Stickboy,ARWPHQB11F4C83B42B,british pop,0.581753137,0.372335516,North Carolina,603347
Grandpa Jones,ARQ91R31187FB38A88,bluegrass,0.450645997,0.331534751,"Niagra, KY",39299
Curtis,ARKHMZB1187B998670,breakbeat,0.644693319,0.255941316,,80642
Little Freddie King,AR43KFF1187B9B74B1,new orleans blues,0.419320249,0.338781245,Louisiana,403682
Don Gibson,AR7CCCC1187FB578FF,country rock,0.540750151,0.379651219,"Shelby, North Carolina",3363
Dora The Explorer,AR3KXHI1187FB3A8BF,goregrind,0.514414554,0.413757657,,244557
Spade Cooley,ARVX3V41187FB59E0F,western swing,0.440904743,0.361472787,,22405
D.A.R.,AR797VK1187B989DDE,black metal,0.517707752,0.258111988,,181870
Bruford,AR8T56O1187FB51C41,jazz fusion,0.508188068,0,,513339
Joy Kitikonti,ARHPW8M1187FB5CF11,hard trance,0.559827532,0.367744742,,10066
Simon Harris,ARLLANI1187FB5116F,hip house,0.39076084,0.207675838,,6997
Sam Baker,ARBYFR71187B99A2A4,funk,0.688332484,0.341512969,"Austin, TX",266622
Bruce Springsteen,AR91C8S1187B990901,heartland rock,0.850789989,0.838095532,"Freehold, NJ",15122
The Berzerker,AR0VZWC1187B99BA57,speedcore,0.668370612,0.45755391,"Melbourne, Australia",373578
Danny Wilson,AR6QQY41187B990574,british pop,0.559991415,0.362902986,"Dundee, Scotland",16266
The Dreamtree Project,AR0BATO119B34038DB,dub,0.350392717,0.293668767,,189456
Snowgoons,ARA7EEC1187FB4C392,los angeles,0.649583107,0.461345852,"Karlsruhe, Germany",125844
Iggy Pop,AR5OH2Z1187B9A46A9,hard rock,0.789018489,0.573554544,"Muskegon, MI",9757
XLNC,ARMTIIX1187B9A1896,bhangra,0.387891459,0.277323648,,67638
Johnny Kidd And The Pirates,ARXENBZ11F50C47691,rock 'n roll,0.565993939,0.353215201,,109963
Daddy Yankee / Bounty Killer,ARBNXYA1187FB51C50,reggaeton,0.908984296,0.562506672,Puerto Rico,8862
Philippe Eidel,ARVHRK71187B98BEAE,tango,0.410100999,0.255292194,,348964
Luke Vibert,ARIMJFK1187FB4ED3E,trip hop,0.632718261,0.43659934,,22965
El Presidente,AR89X161187B9A7581,deep house,0.546201178,0.331184103,,8300
Blind Willie McTell,ARRU9GR1187FB43F56,country blues,0.591428552,0.385344914,"Thomson, GA",2851
Angel Romero / The Academy of St. Martin in the Fields / Iona Brown,ARJEPNS1187FB3DEF4,tech house,0.4900735,0.334782294,,206256
Claw Hammer,ARBKEA91187B98CE1F,alternative rock,0.401479593,0.268744755,,154331
Pierre Perret,ARW45YR1187FB3DE95,chanson,0.510301323,0.352976472,,36229
Kool Keith,ARTL6FB1187FB4EAA7,dirty rap,0.639614201,0.464550281,,6822
Undertakin' Daddies,ARIBTOJ11F4C83E8DD,canadian,0.201764918,0,,359377
Rocky Hill,AR0VS771187B99564F,blues-rock,0.319868324,0.195531828,DE,69283
Roy Drusky,AR059HI1187B9A14D7,country rock,0.378347969,0.3065186,"Atlanta, GA",31741
C.C. Adcock,AR8LD3R1187FB4D08F,zydeco,0.423385847,0.367007962,Louisiana,398782
MxPx,ARBOG0H1187B99F775,christian rock,0.763010513,0.537675628,"Bremerton, WA",11001
Julien Clerc,ARW63KF1187B98AC48,chanson,0.58547954,0.364384925,FR,13038
David & Steve Gordon,ARJ3TAF1187FB4AAB1,meditation,0.387242595,0.187676301,California,479524
Styles P,ARYGXKQ11E2835CE3B,rap,0.743792498,0.472670741,"New York, NY [Queens]",33141
M.I.K.E.,ARO7FES1187B9A59BE,progressive trance,0.614345532,0.406591477,"Antwerp,Belgium, New York",144735
Harry Connick_ Jr.,AR9I1L41187FB37F0E,jazz,0.691133729,0.531050193,"New Orleans, LA",60919
Megadrums,ARYUHNV1187FB482AF,world beat,0.327233191,0.063724987,,152906
Commissioned,ARGOLWM1187B98CEDE,ccm,0.50400634,0.411218525,Michigan,50207
Antonio Bribiesca,ARUILCK12086C13991,guitar,0.350323765,0.269367295,,494775
Sex Machine ft. Shèna,ARS5Z5P1187FB3F325,industrial metal,0.465124634,0.298185251,Michigan,579489
Gloria De Haven,ARQ8FR81187FB58D27,easy listening,0.305466193,0.035307947,,304060
fIREHOSE,AR9A5TK1187B9AD07F,alternative rock,0.552704815,0.387008322,,68182
Mick Hucknall,ARIBE791187FB3FFA5,blues,0.474581232,0.321215726,,94766
Farlow-Kirch Band,ARRDGGE11F4C843F32,blues,0.104186987,0,California - SF,530152
Jim Chappell,ARWGIOC1187FB4CBEF,chamber jazz,0.520204911,0.361509802,United States,354511
Goldfish,AR813LR1187FB3F83A,chill-out,0.589174876,0.442285782,,32760
Solomon,AR323JD1187FB483D0,hip pop,0.629732489,0.341265841,New York,21797
Busdriver featuring Abstract Rude & Ellay Khule,ARU9KWP1187B98B2A7,alternative hip hop,0.618002715,0.349476327,,82279
4Him,AR1DLF21187FB3CBF0,ccm,0.565089892,0.448593803,,4880
Pitch Black,ARPVRUC1187FB4F1DE,chill-out,0.585387199,0.42951364,"Oakland, CA",34989
Rude Boys,ARSHP5P1187B999685,hip house,0.598101203,0.4261497,,103313
Charlie Byrd,ARUP17W1187B98CAB9,bossa nova,0.527339184,0.310556083,"Chuckatuck, VA",11299
Dr Bombay,ARERYUD1187B9ACE8B,europop,0.473038876,0.351173013,,9004
Jim Reeves,ARZVTZN1187FB579D4,country gospel,0.624252499,0.462190105,"Galloway, Panola County, TX",2153
Devo,ARYML1P1187B9AF39B,rock,0.707839968,0.532445871,Georgia,4705
Janet Jackson,ART4QZC1187FB51612,dance pop,0.803836826,0.58257534,Los Angeles &amp; New York,19514
Gordon MacRae,AR9F71I1187FB46CAF,smooth jazz,0.412473042,0.306976307,,17075
Eason Chan,ARA8DDQ1187B9AE3A0,cantonese pop,0.555277224,0.395217687,,255050
Sex Machine,ARS5Z5P1187FB3F325,industrial metal,0.465124634,0.298185251,Michigan,579489
Jackie Wilson,ARHRKTK1187B99E1D5,chicago soul,0.693327979,0.419408141,"Detroit, MI",2642
Isabel Pantoja,ARUK0W21187B995456,flamenco,0.496152636,0.363506516,,3151
Pinch,AROJ4RQ1187FB50102,dubstep,0.583049613,0.364006714,Illinois,102598
Cadet,AR1ZNJO1187B993E46,christian rock,0.494131652,0.363566183,"Eugene, OR",107539
Young-Holt Unlimited,ARTJ9GZ1187B9B46DE,soul jazz,0.502245023,0.215958703,"Chicago, IL",12037
The Tokens,AR2VROU1187FB532D7,doo-wop,0.604282094,0.407539019,"Brooklyn, NY",2111
Kanda Bongo Man,ARMRQF21187FB54D89,soukous,0.485827967,0.32242454,"Inongo, Zaire",29425
Devanic,AR74W1A1187FB5ACFC,melodic death metal,0.489712437,0.25109374,Vienna,314126
Jack Johnson,ARC8CQZ1187B98DECA,rock,0.832011769,0.677482479,"Galveston, TX",1613
Harry Connick_ Jr,AR9I1L41187FB37F0E,jazz,0.691133729,0.531050193,"New Orleans, LA",60919
Converge,ARYOPH81187B98AEED,hardcore punk,0.810506205,0.531157063,"Boston, Brooklyn USA",82238
Astarte,ARF3L8J1187B9B7866,black metal,0.537088297,0.352919184,"Athens, Greece",97493
Beastie Boys,ARLHO5Z1187FB4C861,hip hop,0.853124523,0.534503926,"New York, NY",505
Los Traileros Del Norte,ARGUAHS11F50C4CF7D,mexico,0.557923664,0.301094091,,36729
Imiskoubria,AR4CL6I11C8A4158B4,reggae,0.37128168,0.302716272,,25018
The Scare,AR0J0OD1187FB3AFB5,art rock,0.582061745,0.404910014,,22874
Massimiliano Damerini,ARWAMNR11E2835E228,sonata,0.218422959,0,,68928
Charlie Byrd,ARUP17W1187B98CAB9,bossa nova,0.527339184,0.310556083,"Chuckatuck, VA",11299
Jeff And Sheri Easter,ARKFYS91187B98E58F,southern gospel,0.535292736,0.385470551,,432935
Juice Leskinen,ARKIYC51187FB4775A,german pop,0.5534682,0.429149837,,108388
Wet Wet Wet,AR35YUO1187B9AD83E,blue-eyed soul,0.642280769,0.411195688,"Glasgow, Scotland",74
ZENFU,ARTWKNF1241B9C87E9,glam,0.389311807,0,,214928
Vince Guaraldi Trio,AR1RHCO1187B9AF0BF,latin jazz,0.57810363,0.414892612,"San Francisco, CA",4822
Shifty,ARE8LV21187B9B9A6B,hard house,0.602264047,0.44057753,"Los Angeles, California",1273
Glen Campbell,AR8H87D1187FB3A841,country rock,0.67159627,0.481024239,"Delight, AR",15205
Martin Denny,ARDF6RM1187FB5A409,exotica,0.573719855,0.377382917,"New York, NY",17662
Selena,AROF4LP1187FB41C51,tejano,0.748320703,0.545865917,Texas,2385
Rance Allen Group,AR77FBJ1187FB49D8D,jazz funk,0.488008882,0.31401179,"Detroit, MI",81013
Chelsea,ARQRD391187FB5515A,pop rock,0.555730918,0.352868134,England,35379
Alex Ubago,AR05IU31187B9B9A1A,latin pop,0.581475219,0.298377039,"Vitoria, Spain",12061
Conway Twitty,AR26X1C1187B9B0A1B,country,0.663231985,0.493711077,"Friars Point, MS",5136
Alicia Keys,AR52EZT1187B9900BF,neo soul,0.933916106,0.778673579,"Harlem, New York",1237
The Plimsouls,ARZIXB81187B98FCEC,jangle pop,0.573243195,0.382961658,,107070
Lily Allen,ARKZJ301187FB521B2,ska,0.916058239,0.535408379,LDN,24981
Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,AR38I491187B9B2F2D,gangster rap,0.872325597,0.535891043,,94598
My Chemical Romance,ARKR75V1187FB3D4D5,emo,0.864867842,0.766076164,New Jersey,1270
Daniel Johnston,AR6CLFP1187B9ACB94,power pop,0.713322147,0.473613189,"Sacramento, CA",4387
Eyes Cream,ARGVBQ31187B9A5F3C,progressive house,0.377906057,0.226754095,,116275
Hot Chip,ARWA8AH1187FB3FC84,dance rock,0.799910879,0.535763158,London,14833
Melanie And The Secret Army,AROHUUU1269FB35937,oi,nan,0,,497461
ZombieSuckers,ARTXNYR12802FDE977,horror punk,0.509793846,0.400237198,,568071
PitchBlack,ARPVRUC1187FB4F1DE,chill-out,0.585387199,0.42951364,"Oakland, CA",34989
OutKast,AR3MSAN1187B98F06B,dirty south rap,0.796419804,0.574497026,"Atlanta, GA",1169
LL Cool J / Freeway,ARNHMFD1187FB3B3F6,hip hop,0.749217793,0.544321915,"Bayshore, Long Island, NY",372
Joe McBride,ARY1K701187B9A43A9,smooth jazz,0.492440728,0.338946969,,407965
Casual,ARD7TVE1187B99BFB1,hip hop,0.581793766,0.401997543,California - LA,165270
Irwin Goodman,ARD5SR21187B9B5F4A,german pop,0.517480572,0.43280431,Hämeenlinna,5571
Buckwheat Zydeco,ARKJHKX1187FB5AEE5,zydeco,0.556083173,0.421448618,"Lafayette, LA",14520
Freddie McGregor,ARX5XTP1187FB3D8CC,lovers rock,0.596895543,0.365951048,,484
Fania All Stars,ARIWQYF11F4C8427FF,latin jazz,0.535655941,0.366006985,,28781
Casiotone For The Painfully Alone,ARRJNTE1187FB44E12,trip hop,0.665322162,0.394217199,,48409
Ideal,ARZTGQE1187FB461D9,new wave,0.549012952,0.408485221,Florida,6125
Midnight Fish,AROETEJ122988EFAC7,meditation,0.287697338,0.161360673,,495269
Tijuana Hercules,AR7CKG21187B9AD40F,doo-wop,0.449924541,0.299298677,Illinois,334547
Mariano Yanani,ARY1P2B1187B9B78F5,lullaby,0.379734512,0.3138661,,109333
King Curtis,ARLTWXK1187FB5A3F8,instrumental rock,0.575692299,0.366820788,"Fort Worth, TX",4354
Albert Ayler,ARYXELS1187B9A5991,free jazz,0.576645316,0.393945814,"Cleveland, OH",40287
Monty Are I,AR8ZHWS1187B98CED1,post-hardcore,0.702077834,0.330820071,"Providence, RI",136164
The Jackson Southernaires,AREWQSE1187B9AEC6C,southern gospel,0.323008991,0.31143764,Mississippi,180751
Anti-Flag,ARUSOMY1187FB4D3B4,oi,0.844039532,0.524378988,"Pittsburgh, PA",20912
Kraftwerk,AR1ZKBE1187FB53629,electronic,0.74151813,0.52041211,"D�orf, Germany",983
Cassie,AR93WAA1187FB42116,r&b,0.821121431,0.476803354,"New London, CT",27822
Bone Loc,AROWQXK1269FB333D9,dubstep,0.386212393,0.331129674,,399673
Commander Cody And His Lost Planet Airmen,ARYV1OT1187B9B4C8E,country rock,0.487445648,0.376899808,,108554
Bobby Darin,ARD0FN11187B9B25CD,brill building pop,0.704411407,0.469425908,"New York, NY [The Bronx]",10549
David Palmer,ARVDMV71187FB43A8F,orchestra,0.39840082,0.353248097,England,2352
Catherine Howe & Vo Fletcher,AR0OEYB1187FB4A81E,chill-out,0.421792253,0.319209721,"Yorkshire, England",367053
Tex Williams,ARPFKK81187B99878D,western swing,0.425883322,0.313647771,"Ramsey, Fayette County, IL",22402
Hank Locklin,AR0X3JJ1187FB3A9A7,honky tonk,0.635757022,0.379436972,"McLellan, FL",2090
Johnny Osbourne,ARJDMBO1187B9AD118,roots reggae,0.618765786,0.409134869,,21344
Melt Banana,ARNUPIM11F4C83BD4D,noise rock,0.639249552,0.413885098,,192322
Asleep At The Wheel,AR0CDSK1187FB52ED6,western swing,0.60425956,0.461023016,"Paw Paw, WV",16253
The Birds,ARKV9PA1187B9A6963,freakbeat,0.517186242,0.322049814,"Yiewsley, London, England",1630
Lionel Rogg,ARN8NCB1187FB49652,early music,0.320855383,0.29127103,"Geneva, Switzerland",29437
Trivium,ARJBWQI1187B9B17D1,alternative metal,0.847754656,0.494206855,"Orlando, FL",54273
Massive Töne,ARGBG2T1187B9B1670,pop rap,0.583841122,0.371878155,,23700
The Cardigans,AREHK7O1187B9ADDD7,twee pop,0.749876367,0.528302262,"J�ping, Sweden",10180
Hank Penny,ARVQ4QM1187B98AD95,western swing,0.445854631,0.347598889,"Birmingham, AL",20690
East To West,ARXYLFK1187B9B494D,ccm,0.436338306,0,,409537
Paquito Guzman,ARFYUX51187B9A7751,salsa,0.347678876,0.317401023,,64896
M83,ARB6OGR1187FB4D43D,shoegaze,0.823548253,0.507115549,"Antibes, France",12566
Polkaholix,AR68V7Z1187B9A2FCA,polka,0.469788161,0.435798645,GERMANY,116499
Glen Washington,ARHCERP1187B9912A5,lovers rock,0.512740226,0.301246881,,38573
Penguin Café Orchestra,ARMR44C1187FB433D2,chamber jazz,0.635087811,0.406508249,,16367
Marvin Hamlisch,AR0PUK71187B9AC3C0,show tunes,0.492199331,0.344972456,"New York, NY",129713
Bad Religion,AR46CAD1187FB4D84B,hardcore punk,0.858677442,0.618219159,"Los Angeles, Ca",41583
Jessica Simpson,ARN7POH1187B9B301E,teen pop,0.772518285,0.578790799,"Dallas, TX",35805
Jim Breuer,ARIILLG1187FB5CC81,progressive metal,0.472073585,0.391267796,,14775
